# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	29772510	29778016	-	NM_106566.4		NP_178036.2	binding protein		844256	AT1G79150	2841	2841	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	29772716	29777874	-	NP_178036.2		NM_106566.4	binding protein		844256	AT1G79150	2493	830	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	29971989	29975359	-	NM_106614.6		NP_565216.2	Rad23 UV excision repair protein family	RAD23B	844304	AT1G79650	1742	1742	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	29972406	29975132	-	NP_565216.2		NM_106614.6	Rad23 UV excision repair protein family	RAD23B	844304	AT1G79650	1098	365	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30041989	30044297	-	NM_106635.4		NP_178104.1	RHO guanyl-nucleotide exchange factor 12	ROPGEF12	844325	AT1G79860	1936	1936	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30042172	30044092	-	NP_178104.1		NM_106635.4	RHO guanyl-nucleotide exchange factor 12	ROPGEF12	844325	AT1G79860	1548	515	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30046028	30048408	-	NM_106637.5		NP_178106.2	RNA recognition motif (RRM)-containing protein	La2	844327	AT1G79880	1466	1466	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30046222	30048336	-	NP_178106.2		NM_106637.5	RNA recognition motif (RRM)-containing protein	La2	844327	AT1G79880	1200	399	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30150897	30152588	+	NM_001334959.1		NP_001320354.1	Lactoylglutathione lyase / glyoxalase I family protein	GLYI7	844356	AT1G80160	1366	1366	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30150978	30151930	+	NP_001320354.1		NM_001334959.1	Lactoylglutathione lyase / glyoxalase I family protein	GLYI7	844356	AT1G80160	627	208	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30150998	30152614	+	NM_106665.3		NP_565231.1	Lactoylglutathione lyase / glyoxalase I family protein	GLYI7	844356	AT1G80160	1291	1291	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30151101	30151930	+	NP_565231.1		NM_106665.3	Lactoylglutathione lyase / glyoxalase I family protein	GLYI7	844356	AT1G80160	504	167	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30258005	30260732	-	NM_106696.4		NP_178163.1	plastid transcriptionally active 17	PTAC17	844387	AT1G80480	1764	1764	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30258272	30260570	-	NP_178163.1		NM_106696.4	plastid transcriptionally active 17	PTAC17	844387	AT1G80480	1335	444	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30307505	30308844	+	NM_001334995.1		NP_001322100.1	hypothetical protein		28717442	AT1G80625	1187	1187	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30307857	30308609	+	NP_001322100.1		NM_001334995.1	hypothetical protein		28717442	AT1G80625	600	199	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30333423	30335940	-	NM_106719.3		NP_178186.1	DROUGHT SENSITIVE 1	DRS1	844410	AT1G80710	1771	1771	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	30333499	30335796	-	NP_178186.1		NM_106719.3	DROUGHT SENSITIVE 1	DRS1	844410	AT1G80710	1551	516	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	123023	126611	+	NM_179589.4		NP_849920.1	Nucleotidylyl transferase superfamily protein		814650	AT2G01220	1843	1843	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	123301	126213	+	NP_849920.1		NM_179589.4	Nucleotidylyl transferase superfamily protein		814650	AT2G01220	1167	388	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	216605	220989	+	NM_126209.3		NP_178257.1	O-fucosyltransferase family protein		814676	AT2G01480	2727	2727	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	216980	220341	+	NP_178257.1		NM_126209.3	O-fucosyltransferase family protein		814676	AT2G01480	1704	567	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	317030	320308	-	NM_126233.6		NP_178281.1	Ribophorin I		814701	AT2G01720	1763	1763	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	317193	320016	-	NP_178281.1		NM_126233.6	Ribophorin I		814701	AT2G01720	1395	464	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	320433	323963	+	NM_126234.3		NP_178282.2	cleavage and polyadenylation specificity factor 73 kDa subunit-II	CPSF73-II	814702	AT2G01730	2124	2124	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	320597	323845	+	NP_178282.2		NM_126234.3	cleavage and polyadenylation specificity factor 73 kDa subunit-II	CPSF73-II	814702	AT2G01730	1842	613	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	347537	350179	+	NM_126242.2		NP_178290.1	RING/FYVE/PHD zinc finger superfamily protein		814712	AT2G01810	2321	2321	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	347537	349952	+	NP_178290.1		NM_126242.2	RING/FYVE/PHD zinc finger superfamily protein		814712	AT2G01810	2094	697	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	673260	674986	+	NM_126306.5		NP_178355.1	NADH dehydrogenase (ubiquinone)s		814780	AT2G02510	797	797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	673338	673556	+	NP_178355.1		NM_126306.5	NADH dehydrogenase (ubiquinone)s		814780	AT2G02510	219	72	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941829	951511	+	NM_001335164.1		NP_001324745.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7174	7174	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941851	951493	+	NM_126365.4		NP_178413.2	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7576	7576	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941851	951490	+	NM_001335165.1		NP_001324744.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7231	7231	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941859	951553	+	NM_001335167.1		NP_001324742.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7551	7551	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941859	951553	+	NM_001335160.1		NP_001318189.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7209	7209	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941859	951553	+	NM_001335168.1		NP_001324741.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7528	7528	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941859	951082	+	NM_001335169.1		NP_001324740.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	6993	6993	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	941869	951448	+	NM_001335161.1		NP_001324748.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	7426	7426	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001324740.1		NM_001335169.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001324748.1		NM_001335161.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001324741.1		NM_001335168.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001318189.1		NM_001335160.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001324744.1		NM_001335165.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001324745.1		NM_001335164.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_001324742.1		NM_001335167.1	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	942000	949337	+	NP_178413.2		NM_126365.4	alpha/beta-Hydrolases superfamily protein		814843	AT2G03140	5394	1797	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	1185458	1188681	+	NM_126434.4		NP_565307.1	phosphoinositide 4-kinase gamma 7	PI4K GAMMA 7	814915	AT2G03890	3093	3093	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	1186199	1188151	+	NP_565307.1		NM_126434.4	phosphoinositide 4-kinase gamma 7	PI4K GAMMA 7	814915	AT2G03890	1953	650	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	1446795	1449100	-	NM_126458.5		NP_178506.3	FBD, F-box and Leucine Rich Repeat domains containing protein		814960	AT2G04230	1999	1999	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	1447025	1448678	-	NP_178506.3		NM_126458.5	FBD, F-box and Leucine Rich Repeat domains containing protein		814960	AT2G04230	1347	448	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	2287238	2289636	-	NM_126607.3		NP_178651.1	Protein kinase superfamily protein	RIPK	815147	AT2G05940	2031	2031	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	2287514	2289270	-	NP_178651.1		NM_126607.3	Protein kinase superfamily protein	RIPK	815147	AT2G05940	1389	462	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	2987367	2988945	+	NM_126691.1		NP_178732.1	transmembrane protein, putative (DUF1985)		815288	AT2G07190	1359	1359	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	2987367	2988945	+	NP_178732.1		NM_126691.1	transmembrane protein, putative (DUF1985)		815288	AT2G07190	1359	452	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	2989205	2989878	+	NM_126692.2		NP_178733.2	Cysteine proteinases superfamily protein		3768448	AT2G07200	456	456	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	2989205	2989878	+	NP_178733.2		NM_126692.2	Cysteine proteinases superfamily protein		3768448	AT2G07200	456	151	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	6932406	6935424	-	NM_127151.2		NP_179191.1	CSL zinc finger domain-containing protein		816087	AT2G15910	1706	1706	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	6932917	6935333	-	NP_179191.1		NM_127151.2	CSL zinc finger domain-containing protein		816087	AT2G15910	1104	367	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7101269	7103928	-	NM_127194.4		NP_179233.1	BEL1-like homeodomain 7	BLH7	816137	AT2G16400	2224	2224	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7101490	7103200	-	NP_179233.1		NM_127194.4	BEL1-like homeodomain 7	BLH7	816137	AT2G16400	1449	482	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7211059	7215617	-	NM_127216.5		NP_179255.1	multimeric translocon complex in the outer envelope membrane 132	TOC132	816165	AT2G16640	4092	4092	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7211059	7215617	-	NM_001335482.1		NP_001324729.1	multimeric translocon complex in the outer envelope membrane 132	TOC132	816165	AT2G16640	4265	4265	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7211112	7215553	-	NM_001335483.1		NP_001324730.1	multimeric translocon complex in the outer envelope membrane 132	TOC132	816165	AT2G16640	4328	4328	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7211489	7215109	-	NP_001324729.1		NM_001335482.1	multimeric translocon complex in the outer envelope membrane 132	TOC132	816165	AT2G16640	3621	1206	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7211489	7215109	-	NP_001324730.1		NM_001335483.1	multimeric translocon complex in the outer envelope membrane 132	TOC132	816165	AT2G16640	3621	1206	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7211489	7215109	-	NP_179255.1		NM_127216.5	multimeric translocon complex in the outer envelope membrane 132	TOC132	816165	AT2G16640	3621	1206	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7312051	7314576	-	NM_127241.5		NP_179280.1	Pentatricopeptide repeat (PPR) superfamily protein		816189	AT2G16880	2526	2526	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7312262	7314493	-	NP_179280.1		NM_127241.5	Pentatricopeptide repeat (PPR) superfamily protein		816189	AT2G16880	2232	743	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7670878	7673152	+	NM_127319.4		NP_179356.1	AMP-dependent synthetase and ligase family protein		816272	AT2G17650	2191	2191	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7671041	7672936	+	NP_179356.1		NM_127319.4	AMP-dependent synthetase and ligase family protein		816272	AT2G17650	1812	603	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7990618	7992774	+	NM_127398.5		NP_179432.3	elongator complex protein		816356	AT2G18410	1461	1461	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	7990768	7992588	+	NP_179432.3		NM_127398.5	elongator complex protein		816356	AT2G18410	1125	374	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8086572	8088302	-	NM_127421.2		NP_179455.1	RING/U-box superfamily protein	MEE16	816380	AT2G18650	1731	1731	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8086860	8088131	-	NP_179455.1		NM_127421.2	RING/U-box superfamily protein	MEE16	816380	AT2G18650	1272	423	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8136740	8138142	-	NM_127434.4		NP_179468.2	F-box and associated interaction domains-containing protein		816393	AT2G18780	1403	1403	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8136983	8138095	-	NP_179468.2		NM_127434.4	F-box and associated interaction domains-containing protein		816393	AT2G18780	1113	370	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8260038	8261985	-	NM_127464.2		NP_179497.1	spermidine hydroxycinnamoyl transferase	SHT	816424	AT2G19070	1530	1530	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8260185	8261958	-	NP_179497.1		NM_127464.2	spermidine hydroxycinnamoyl transferase	SHT	816424	AT2G19070	1356	451	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8959988	8962112	+	NM_127648.3		NP_565486.1	QWRF motif protein (DUF566)	QWRF3	816612	AT2G20815	1644	1644	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	8959988	8961917	+	NP_565486.1		NM_127648.3	QWRF motif protein (DUF566)	QWRF3	816612	AT2G20815	1449	482	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9248573	9250256	+	NM_179685.2		NP_850016.1	Adenine nucleotide alpha hydrolases-like superfamily protein	RD2	816700	AT2G21620	1028	1028	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9248749	9249986	+	NP_850016.1		NM_179685.2	Adenine nucleotide alpha hydrolases-like superfamily protein	RD2	816700	AT2G21620	582	193	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9372530	9373681	+	NM_127772.1		NP_179794.1	Galactose oxidase/kelch repeat superfamily protein		816738	AT2G22030	1152	1152	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9372530	9373681	+	NP_179794.1		NM_127772.1	Galactose oxidase/kelch repeat superfamily protein		816738	AT2G22030	1152	383	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9488542	9491296	+	NM_127798.4		NP_179820.2	cytochrome P450, family 79, subfamily B, polypeptide 3	CYP79B3	816765	AT2G22330	2004	2004	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9488601	9490983	+	NP_179820.2		NM_127798.4	cytochrome P450, family 79, subfamily B, polypeptide 3	CYP79B3	816765	AT2G22330	1632	543	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9562774	9564850	-	NM_127816.3		NP_179836.1	uncoupling protein 5	UCP5	816783	AT2G22500	2077	2077	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9563531	9564472	-	NP_179836.1		NM_127816.3	uncoupling protein 5	UCP5	816783	AT2G22500	942	313	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9942915	9946347	+	NM_127899.4		NP_179916.1	poly(A) binding protein 4	PAB4	816867	AT2G23350	2589	2589	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	9943209	9946041	+	NP_179916.1		NM_127899.4	poly(A) binding protein 4	PAB4	816867	AT2G23350	1989	662	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	10231300	10235476	-	NM_001036329.3		NP_001031406.1	QWRF motif protein (DUF566)	QWRF4	816941	AT2G24070	2580	2580	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	10231342	10235494	-	NM_001335916.1		NP_001324560.1	QWRF motif protein (DUF566)	QWRF4	816941	AT2G24070	2722	2722	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	10231342	10234382	-	NM_127969.3		NP_179985.2	QWRF motif protein (DUF566)	QWRF4	816941	AT2G24070	2706	2706	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	10231822	10233986	-	NP_001324560.1		NM_001335916.1	QWRF motif protein (DUF566)	QWRF4	816941	AT2G24070	1830	609	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	10231822	10233986	-	NP_179985.2		NM_127969.3	QWRF motif protein (DUF566)	QWRF4	816941	AT2G24070	1830	609	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	10231822	10233986	-	NP_001031406.1		NM_001036329.3	QWRF motif protein (DUF566)	QWRF4	816941	AT2G24070	1830	609	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11000486	11004272	+	NM_128139.3		NP_180150.1	Leucine-rich receptor-like protein kinase family protein		817121	AT2G25790	3269	3269	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11000631	11004031	+	NP_180150.1		NM_128139.3	Leucine-rich receptor-like protein kinase family protein		817121	AT2G25790	2883	960	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11329719	11331858	+	NM_128221.6		NP_180232.1	3-ketoacyl-CoA synthase 11	KCS11	817205	AT2G26640	1974	1974	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11330094	11331623	+	NP_180232.1		NM_128221.6	3-ketoacyl-CoA synthase 11	KCS11	817205	AT2G26640	1530	509	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11456926	11459481	-	NM_128244.4		NP_180255.1	non-specific phospholipase C2	NPC2	817228	AT2G26870	1862	1862	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11457117	11459355	-	NP_180255.1		NM_128244.4	non-specific phospholipase C2	NPC2	817228	AT2G26870	1545	514	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11629919	11636803	+	NM_128279.4		NP_180289.3	BRI1 suppressor 1 (BSU1)-like 3	BSL3	817263	AT2G27210	3911	3911	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	11630188	11636182	+	NP_180289.3		NM_128279.4	BRI1 suppressor 1 (BSU1)-like 3	BSL3	817263	AT2G27210	3021	1006	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12262013	12263595	+	NM_128422.3		NP_180429.1	Homeodomain-like superfamily protein	PRS	817410	AT2G28610	1146	1146	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12262115	12263286	+	NP_180429.1		NM_128422.3	Homeodomain-like superfamily protein	PRS	817410	AT2G28610	735	244	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12272281	12273027	+	NM_201825.1		NP_973554.1	hypothetical protein		2745569	AT2G28625	668	668	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12272381	12272756	+	NP_973554.1		NM_201825.1	hypothetical protein		2745569	AT2G28625	297	98	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12626478	12627891	-	NM_128500.4		NP_180507.1	glutathione S-transferase tau 4	GSTU4	817495	AT2G29460	1177	1177	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12626689	12627600	-	NP_180507.1		NM_128500.4	glutathione S-transferase tau 4	GSTU4	817495	AT2G29460	675	224	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12693734	12697091	+	NM_128523.5		NP_180530.1	anthranilate synthase 2	ASA2	817519	AT2G29690	2331	2331	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12693899	12696791	+	NP_180530.1		NM_128523.5	anthranilate synthase 2	ASA2	817519	AT2G29690	1866	621	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12847518	12849708	+	NM_128565.5		NP_180571.3	pentatricopeptide (PPR) repeat-containing protein		817561	AT2G30100	2010	2010	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12847828	12849520	+	NP_180571.3		NM_128565.5	pentatricopeptide (PPR) repeat-containing protein		817561	AT2G30100	1512	503	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12860147	12861971	-	NM_001336239.1		NP_001324952.1	protein FLC EXPRESSOR		817564	AT2G30120	1622	1622	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12860147	12861971	-	NM_128567.3		NP_565694.1	protein FLC EXPRESSOR		817564	AT2G30120	1739	1739	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12861206	12861862	-	NP_001324952.1		NM_001336239.1	protein FLC EXPRESSOR		817564	AT2G30120	540	179	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12861332	12861934	-	NM_001336242.1		NP_001324953.1	protein FLC EXPRESSOR		817564	AT2G30120	603	603	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12861332	12861862	-	NP_001324953.1		NM_001336242.1	protein FLC EXPRESSOR		817564	AT2G30120	531	176	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	12861332	12861862	-	NP_565694.1		NM_128567.3	protein FLC EXPRESSOR		817564	AT2G30120	531	176	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13041085	13042586	-	NM_179821.2		NP_850152.1	F-box/LRR protein		817611	AT2G30615	1502	1502	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13041770	13042342	-	NP_850152.1		NM_179821.2	F-box/LRR protein		817611	AT2G30615	573	190	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13338818	13343710	+	NM_128684.5		NP_180686.2	transcription factor bHLH155-like protein	CPUORF7	817685	AT2G31280	3309	3309	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13339678	13343424	+	NP_180686.2		NM_128684.5	transcription factor bHLH155-like protein	CPUORF7	817685	AT2G31280	2163	720	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13455272	13462431	-	NM_179839.3		NP_850170.1	homologue of trithorax	ATX1	817721	AT2G31650	3615	3615	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13455448	13462181	-	NP_850170.1		NM_179839.3	homologue of trithorax	ATX1	817721	AT2G31650	3189	1062	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13697457	13700641	+	NM_128785.3		NP_180785.1	phosphorylcholine cytidylyltransferase	CCT1	817786	AT2G32260	1587	1587	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13697645	13700241	+	NP_180785.1		NM_128785.3	phosphorylcholine cytidylyltransferase	CCT1	817786	AT2G32260	999	332	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13805519	13807536	-	NM_128811.2		NP_180811.1	alpha/beta-Hydrolases superfamily protein		817813	AT2G32520	1118	1118	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13805823	13807442	-	NP_180811.1		NM_128811.2	alpha/beta-Hydrolases superfamily protein		817813	AT2G32520	720	239	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13857877	13859774	+	NM_128826.4		NP_180826.2	vesicle-associated membrane protein 725	VAMP725	817827	AT2G32670	1350	1350	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	13857941	13859346	+	NP_180826.2		NM_128826.4	vesicle-associated membrane protein 725	VAMP725	817827	AT2G32670	858	285	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	14043459	14045543	-	NM_001036392.1		NP_001031469.1	synaptobrevin-related protein 1	SAR1	817874	AT2G33120	1222	1222	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	14043785	14045337	-	NP_001031469.1		NM_001036392.1	synaptobrevin-related protein 1	SAR1	817874	AT2G33120	690	229	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	14062699	14063623	-	NM_001161077.2		NP_001154549.2	transmembrane protein		7922330	AT2G33175	925	925	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	14062754	14063317	-	NP_001154549.2		NM_001161077.2	transmembrane protein		7922330	AT2G33175	564	187	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	14197646	14200674	-	NM_179881.4		NP_850212.1	serine carboxypeptidase-like 46	scpl46	817918	AT2G33530	1756	1756	
CDS		GCF_000001735.3	Primary Assembly	chromosome	2	NC_003071.7	14197866	14200536	-	NP_850212.1		NM_179881.4	serine carboxypeptidase-like 46	scpl46	817918	AT2G33530	1398	465	
